sample_barcode,cg13601799,cg08047457,cg19531713,patient_id,brca1_promoter_mean
TCGA-FD-A3SS-01,0.02038,0.6404,0.07219,TCGA-FD-A3SS,0.2443233333333333
TCGA-FD-A43N-01,0.0314,0.665,0.08298,TCGA-FD-A43N,0.2597933333333333
TCGA-FD-A43P-01,0.03568,0.3354,0.09398,TCGA-FD-A43P,0.15502
TCGA-FD-A43S-01,0.04788,0.0286,0.07924,TCGA-FD-A43S,0.05190666666666666
TCGA-FD-A43U-01,0.04506,0.4974,0.08966,TCGA-FD-A43U,0.21070666666666668
TCGA-FD-A43X-01,0.42,0.07386,0.1006,TCGA-FD-A43X,0.19815333333333332
TCGA-FD-A43Y-01,0.03094,0.03099,0.05385,TCGA-FD-A43Y,0.038593333333333334
TCGA-FD-A5BR-01,0.05196,0.359,0.05753,TCGA-FD-A5BR,0.15616333333333332
TCGA-FD-A5BS-01,0.04652,0.2468,0.05945,TCGA-FD-A5BS,0.11758999999999999
TCGA-FD-A5BT-01,0.02447,0.4083,0.04068,TCGA-FD-A5BT,0.15781666666666666
TCGA-FD-A5BU-01,0.03592,0.02971,0.04498,TCGA-FD-A5BU,0.03686999999999999
TCGA-FD-A5BV-01,0.02873,0.4628,0.03783,TCGA-FD-A5BV,0.17645333333333332
TCGA-FD-A5BX-01,0.03793,0.02763,0.04331,TCGA-FD-A5BX,0.036289999999999996
TCGA-FD-A5BY-01,0.02859,0.04282,0.0743,TCGA-FD-A5BY,0.04857
TCGA-FD-A5BZ-01,0.04594,0.471,0.08733,TCGA-FD-A5BZ,0.20142333333333332
TCGA-FD-A5C0-01,0.02868,0.5727,0.05016,TCGA-FD-A5C0,0.21718
TCGA-FD-A5C1-01,0.05368,0.4427,0.05809,TCGA-FD-A5C1,0.18482333333333334
TCGA-FD-A62N-01,0.01918,0.4886,0.04626,TCGA-FD-A62N,0.18467999999999998
TCGA-FD-A62O-01,0.02101,0.7686,0.0317,TCGA-FD-A62O,0.27376999999999996
TCGA-FD-A62P-01,0.02329,0.03476,0.03173,TCGA-FD-A62P,0.029926666666666667
TCGA-FD-A62S-01,0.02776,0.07213,0.03431,TCGA-FD-A62S,0.04473333333333334
TCGA-FD-A6TA-01,0.07069,0.2199,0.05384,TCGA-FD-A6TA,0.11481000000000001
TCGA-FD-A6TB-01,0.03971,0.4212,0.04557,TCGA-FD-A6TB,0.16882666666666668
TCGA-FD-A6TC-01,0.02983,0.2743,0.06017,TCGA-FD-A6TC,0.12143333333333334
TCGA-FD-A6TD-01,0.04083,0.5009,0.04568,TCGA-FD-A6TD,0.19580333333333333
TCGA-FD-A6TE-01,0.03014,0.737,0.06385,TCGA-FD-A6TE,0.2769966666666666
TCGA-FD-A6TF-01,0.01867,0.5142,0.09634,TCGA-FD-A6TF,0.20973666666666665
TCGA-FD-A6TG-01,0.02115,0.04125,0.08349,TCGA-FD-A6TG,0.04863
TCGA-FD-A6TH-01,0.05933,0.7369,0.1094,TCGA-FD-A6TH,0.3018766666666666
TCGA-FD-A6TI-01,0.01939,0.5629,0.07088,TCGA-FD-A6TI,0.21772333333333335
TCGA-FD-A6TK-01,0.03424,0.3701,0.05737,TCGA-FD-A6TK,0.1539033333333333
TCGA-FJ-A3Z7-01,0.02049,0.5961,0.3993,TCGA-FJ-A3Z7,0.33863
TCGA-FJ-A3Z9-01,0.0212,0.2617,0.05172,TCGA-FJ-A3Z9,0.11153999999999999
TCGA-FJ-A3ZE-01,0.428,0.1677,0.09005,TCGA-FJ-A3ZE,0.22858333333333333
TCGA-FJ-A3ZF-01,0.01592,0.725,0.07985,TCGA-FJ-A3ZF,0.27359
TCGA-FJ-A871-01,0.03451,0.02479,0.03823,TCGA-FJ-A871,0.032510000000000004
TCGA-FT-A3EE-01,0.02151,0.5338,0.08307,TCGA-FT-A3EE,0.21279333333333336
TCGA-FT-A61P-01,0.01757,0.5565,0.04417,TCGA-FT-A61P,0.20608
TCGA-G2-A2EC-01,0.0304,0.4742,0.09808,TCGA-G2-A2EC,0.20089333333333337
TCGA-G2-A2EF-01,0.03455,0.03633,0.04727,TCGA-G2-A2EF,0.03938333333333333
TCGA-G2-A2EJ-01,0.01682,0.03178,0.1048,TCGA-G2-A2EJ,0.051133333333333336
TCGA-G2-A2EK-01,0.02244,0.4612,0.06169,TCGA-G2-A2EK,0.18177666666666667
TCGA-G2-A2EL-01,0.016,0.0465,0.0701,TCGA-G2-A2EL,0.044199999999999996
TCGA-G2-A2EO-01,0.02481,0.5041,0.1035,TCGA-G2-A2EO,0.21080333333333334
TCGA-G2-A2ES-01,0.0194,0.03273,0.1014,TCGA-G2-A2ES,0.05117666666666667
TCGA-G2-A3IB-01,0.0991,0.02814,0.08232,TCGA-G2-A3IB,0.06985333333333334
TCGA-G2-A3IE-01,0.02753,0.03071,0.1157,TCGA-G2-A3IE,0.05798
TCGA-G2-A3VY-01,0.03422,0.7833,0.08902,TCGA-G2-A3VY,0.30218
TCGA-G2-AA3B-01,0.03525,0.548,0.04217,TCGA-G2-AA3B,0.20847333333333337
TCGA-G2-AA3C-01,0.03973,0.4111,0.03506,TCGA-G2-AA3C,0.16196333333333332
TCGA-G2-AA3D-01,0.04644,0.3708,0.03851,TCGA-G2-AA3D,0.15191666666666667
TCGA-G2-AA3F-01,0.01803,0.5598,0.03176,TCGA-G2-AA3F,0.20319666666666666
TCGA-GC-A3BM-01,0.02423,0.0688,0.1019,TCGA-GC-A3BM,0.06497666666666667
TCGA-GC-A3BM-11,0.027,0.03154,0.0949,TCGA-GC-A3BM,0.05114666666666667
TCGA-GC-A3I6-01,0.01682,0.02933,0.0797,TCGA-GC-A3I6,0.041949999999999994
TCGA-GC-A3OO-01,0.01953,0.51,0.1085,TCGA-GC-A3OO,0.2126766666666667
TCGA-GC-A3RB-01,0.01986,0.4326,0.08029,TCGA-GC-A3RB,0.17758333333333332
TCGA-GC-A3RC-01,0.01914,0.6578,0.1255,TCGA-GC-A3RC,0.26748
TCGA-GC-A3RD-01,0.02425,0.02226,0.09941,TCGA-GC-A3RD,0.048639999999999996
TCGA-GC-A3WC-01,0.5593,0.3755,0.1039,TCGA-GC-A3WC,0.3462333333333334
TCGA-GC-A3WC-11,0.02912,0.03126,0.08561,TCGA-GC-A3WC,0.048663333333333336
TCGA-GC-A3YS-01,0.02279,0.1036,0.07943,TCGA-GC-A3YS,0.06860666666666666
TCGA-GC-A4ZW-01,0.0189,0.7403,0.05616,TCGA-GC-A4ZW,0.2717866666666667
TCGA-GC-A6I1-01,0.0234,0.02172,0.06478,TCGA-GC-A6I1,0.03663333333333333
TCGA-GC-A6I3-01,0.03082,0.5289,0.04704,TCGA-GC-A6I3,0.2022533333333333
TCGA-GC-A6I3-11,0.0427,0.0542,0.07113,TCGA-GC-A6I3,0.056010000000000004
TCGA-GD-A2C5-01,0.5381,0.03628,0.09674,TCGA-GD-A2C5,0.2237066666666667
TCGA-GD-A2C5-11,0.02466,0.03152,0.1163,TCGA-GD-A2C5,0.057493333333333334
TCGA-GD-A3OP-01,0.02628,0.4765,0.07485,TCGA-GD-A3OP,0.19254333333333332
TCGA-GD-A3OP-11,0.03034,0.05693,0.08514,TCGA-GD-A3OP,0.05747
TCGA-GD-A3OQ-01,0.05567,0.03565,0.07787,TCGA-GD-A3OQ,0.05639666666666667
TCGA-GD-A3OQ-11,0.01841,0.02696,0.09313,TCGA-GD-A3OQ,0.04616666666666667
TCGA-GD-A3OS-01,0.02707,0.1349,0.07558,TCGA-GD-A3OS,0.07918333333333333
TCGA-GD-A6C6-01,0.2201,0.5167,0.08139,TCGA-GD-A6C6,0.27273
TCGA-GD-A76B-01,0.06369,0.5136,0.06787,TCGA-GD-A76B,0.21505333333333332
TCGA-GU-A42P-01,0.02631,0.3603,0.1099,TCGA-GU-A42P,0.16550333333333334
TCGA-GU-A42Q-01,0.03272,0.04228,0.09418,TCGA-GU-A42Q,0.05639333333333333
TCGA-GU-A42R-01,0.04686,0.04271,0.0799,TCGA-GU-A42R,0.056490000000000005
TCGA-GU-A762-01,0.03935,0.4371,0.05731,TCGA-GU-A762,0.17792
TCGA-GU-A763-01,0.314,0.03476,0.06463,TCGA-GU-A763,0.13779666666666668
TCGA-GU-A764-01,0.03368,0.3891,0.03167,TCGA-GU-A764,0.15148333333333333
TCGA-GU-A766-01,0.02198,0.5021,0.07274,TCGA-GU-A766,0.19894
TCGA-GU-A767-01,0.0167,0.2823,0.06119,TCGA-GU-A767,0.12006333333333334
TCGA-GU-AATO-01,0.1983,0.5177,0.03455,TCGA-GU-AATO,0.25018333333333337
TCGA-GU-AATP-01,0.03042,0.1031,0.05306,TCGA-GU-AATP,0.06219333333333333
TCGA-GU-AATQ-01,0.06222,0.1092,0.06936,TCGA-GU-AATQ,0.08026000000000001
TCGA-GV-A3JV-01,0.02593,0.6985,0.07761,TCGA-GV-A3JV,0.2673466666666667
TCGA-GV-A3JW-01,0.02471,0.02513,0.08957,TCGA-GV-A3JW,0.04646999999999999
TCGA-GV-A3JX-01,0.01631,0.7722,0.09243,TCGA-GV-A3JX,0.29364666666666667
TCGA-GV-A3JZ-01,0.01858,0.3209,0.07091,TCGA-GV-A3JZ,0.13679666666666668
TCGA-GV-A3QF-01,0.06067,0.5366,0.09361,TCGA-GV-A3QF,0.23029333333333332
TCGA-GV-A3QG-01,0.03165,0.579,0.07652,TCGA-GV-A3QG,0.22905666666666666
TCGA-GV-A3QH-01,0.05657,0.431,0.07788,TCGA-GV-A3QH,0.18848333333333334
TCGA-GV-A3QI-01,0.01557,0.8433,0.06908,TCGA-GV-A3QI,0.3093166666666667
TCGA-GV-A3QK-01,0.04166,0.6494,0.05498,TCGA-GV-A3QK,0.24868
TCGA-GV-A40E-01,0.02004,0.5427,0.0819,TCGA-GV-A40E,0.21487999999999996
TCGA-GV-A40G-01,0.01257,0.754,0.09141,TCGA-GV-A40G,0.2859933333333333
TCGA-GV-A6ZA-01,0.07995,0.4567,0.03838,TCGA-GV-A6ZA,0.19167666666666663
TCGA-H4-A2HO-01,0.01528,0.628,0.09941,TCGA-H4-A2HO,0.24756333333333333
TCGA-H4-A2HQ-01,0.1254,0.04619,0.1092,TCGA-H4-A2HQ,0.09359666666666668
TCGA-HQ-A2OE-01,0.02232,0.7126,0.09645,TCGA-HQ-A2OE,0.27712333333333333
TCGA-HQ-A2OF-01,0.02469,0.04078,0.06269,TCGA-HQ-A2OF,0.04272
TCGA-HQ-A5ND-01,0.04882,0.0295,0.04606,TCGA-HQ-A5ND,0.04146
TCGA-HQ-A5NE-01,0.02855,0.473,0.05264,TCGA-HQ-A5NE,0.18472999999999998
TCGA-K4-A3WS-01,0.04684,0.03218,0.1005,TCGA-K4-A3WS,0.059840000000000004
TCGA-K4-A3WU-01,0.02409,0.4994,0.06452,TCGA-K4-A3WU,0.19600333333333333
TCGA-K4-A3WV-01,0.07197,0.6623,0.1151,TCGA-K4-A3WV,0.28312333333333334
TCGA-K4-A3WV-11,0.02267,0.04895,0.09814,TCGA-K4-A3WV,0.056586666666666674
TCGA-K4-A4AB-01,0.0651,0.02985,0.07069,TCGA-K4-A4AB,0.055213333333333336
TCGA-K4-A4AC-01,0.03602,0.4503,0.05456,TCGA-K4-A4AC,0.18029333333333333
TCGA-K4-A54R-01,0.01653,0.5411,0.05226,TCGA-K4-A54R,0.20329666666666668
TCGA-K4-A54R-11,0.02546,0.06044,0.04691,TCGA-K4-A54R,0.044270000000000004
TCGA-K4-A5RH-01,0.02466,0.5751,0.02484,TCGA-K4-A5RH,0.20819999999999997
TCGA-K4-A5RI-01,0.05738,0.0651,0.09629,TCGA-K4-A5RI,0.07292333333333334
TCGA-K4-A5RI-11,0.03332,0.03851,0.08585,TCGA-K4-A5RI,0.052559999999999996
TCGA-K4-A5RJ-01,0.03981,0.419,0.07658,TCGA-K4-A5RJ,0.17846333333333333
TCGA-K4-A6FZ-01,0.01489,0.5234,0.04321,TCGA-K4-A6FZ,0.1938333333333333
TCGA-K4-A6MB-01,0.01977,0.02264,0.06498,TCGA-K4-A6MB,0.035796666666666664
TCGA-K4-A83P-01,0.04306,0.3769,0.04951,TCGA-K4-A83P,0.15649
TCGA-K4-AAQO-01,0.02158,0.5196,0.04647,TCGA-K4-AAQO,0.19588333333333333
TCGA-KQ-A41N-01,0.02541,0.03693,0.0521,TCGA-KQ-A41N,0.03814666666666666
TCGA-KQ-A41O-01,,0.7592,0.04375,TCGA-KQ-A41O,0.40147499999999997
TCGA-KQ-A41P-01,0.03014,0.02581,0.05206,TCGA-KQ-A41P,0.03600333333333333
TCGA-KQ-A41Q-01,0.02977,0.5259,0.04755,TCGA-KQ-A41Q,0.20107333333333333
TCGA-KQ-A41R-01,0.02742,0.4595,0.03478,TCGA-KQ-A41R,0.17390000000000003
TCGA-KQ-A41S-01,0.02854,0.5378,0.04392,TCGA-KQ-A41S,0.20341999999999996
TCGA-LC-A66R-01,0.02085,0.5062,0.02765,TCGA-LC-A66R,0.18489999999999998
TCGA-LT-A5Z6-01,0.04006,0.04476,0.06014,TCGA-LT-A5Z6,0.04832
TCGA-LT-A8JT-01,0.03706,0.6635,0.06469,TCGA-LT-A8JT,0.25508333333333333
TCGA-MV-A51V-01,0.02482,0.06738,0.0679,TCGA-MV-A51V,0.053366666666666666
TCGA-PQ-A6FI-01,0.01867,0.03324,0.08013,TCGA-PQ-A6FI,0.04401333333333333
TCGA-PQ-A6FN-01,0.02135,0.03255,0.05839,TCGA-PQ-A6FN,0.03743
TCGA-R3-A69X-01,0.02701,0.02203,0.02421,TCGA-R3-A69X,0.024416666666666666
TCGA-S5-A6DX-01,0.03925,0.04017,0.08647,TCGA-S5-A6DX,0.05529666666666666
TCGA-S5-AA26-01,0.2799,0.02546,0.05176,TCGA-S5-AA26,0.11903999999999999
TCGA-SY-A9G0-01,0.02072,0.3253,0.04631,TCGA-SY-A9G0,0.13077666666666668
TCGA-SY-A9G5-01,0.02473,0.3607,0.04541,TCGA-SY-A9G5,0.14361333333333334
TCGA-UY-A78K-01,0.053,0.5125,0.05045,TCGA-UY-A78K,0.20531666666666668
TCGA-UY-A78L-01,0.02712,0.5378,0.0465,TCGA-UY-A78L,0.20380666666666666
TCGA-UY-A78M-01,0.03054,0.03383,0.0602,TCGA-UY-A78M,0.04152333333333333
TCGA-UY-A78N-01,0.02655,0.6452,0.04448,TCGA-UY-A78N,0.2387433333333333
TCGA-UY-A78O-01,0.03029,0.05251,0.05245,TCGA-UY-A78O,0.04508333333333333
TCGA-UY-A78P-01,0.02855,0.03068,0.0613,TCGA-UY-A78P,0.040176666666666666
TCGA-UY-A8OB-01,0.01652,0.6391,0.08395,TCGA-UY-A8OB,0.24652333333333332
TCGA-UY-A8OC-01,0.03955,0.2939,0.06442,TCGA-UY-A8OC,0.13262333333333334
TCGA-UY-A8OD-01,0.04868,0.4811,0.07355,TCGA-UY-A8OD,0.20111
TCGA-UY-A9PA-01,0.01737,0.3753,0.03999,TCGA-UY-A9PA,0.14422000000000001
TCGA-UY-A9PB-01,0.01617,0.4641,0.05417,TCGA-UY-A9PB,0.17814666666666668
TCGA-UY-A9PD-01,0.02103,0.5617,0.0571,TCGA-UY-A9PD,0.21327666666666667
TCGA-UY-A9PE-01,0.03214,0.5347,0.06245,TCGA-UY-A9PE,0.20976333333333333
TCGA-UY-A9PF-01,0.01776,0.05264,0.05274,TCGA-UY-A9PF,0.04104666666666667
TCGA-UY-A9PH-01,0.039,0.02887,0.04862,TCGA-UY-A9PH,0.038829999999999996
TCGA-XF-A8HB-01,0.01948,0.02741,0.07305,TCGA-XF-A8HB,0.03998
TCGA-XF-A8HC-01,0.0212,0.05296,0.07568,TCGA-XF-A8HC,0.04994666666666667
TCGA-XF-A8HD-01,0.02501,0.4474,0.05556,TCGA-XF-A8HD,0.17599
TCGA-XF-A8HE-01,0.02787,0.03548,0.07957,TCGA-XF-A8HE,0.047639999999999995
TCGA-XF-A8HF-01,0.0658,0.2382,0.04641,TCGA-XF-A8HF,0.11680333333333333
TCGA-XF-A8HG-01,0.02336,0.6854,0.0757,TCGA-XF-A8HG,0.2614866666666667
TCGA-XF-A8HH-01,0.02466,0.5231,0.04434,TCGA-XF-A8HH,0.1973666666666667
TCGA-XF-A8HI-01,0.1026,0.03415,0.04625,TCGA-XF-A8HI,0.061
TCGA-XF-A9SG-01,0.01711,0.5118,0.05498,TCGA-XF-A9SG,0.19463
TCGA-XF-A9SH-01,0.02754,0.03329,0.05511,TCGA-XF-A9SH,0.03864666666666666
TCGA-XF-A9SI-01,0.04934,0.03132,0.04966,TCGA-XF-A9SI,0.043440000000000006
TCGA-XF-A9SJ-01,0.0336,0.4221,0.0539,TCGA-XF-A9SJ,0.1698666666666667
TCGA-XF-A9SK-01,0.04007,0.4548,0.04419,TCGA-XF-A9SK,0.17968666666666666
TCGA-XF-A9SL-01,0.03405,0.233,0.05706,TCGA-XF-A9SL,0.10803666666666667
TCGA-XF-A9SM-01,0.01356,0.4125,0.03957,TCGA-XF-A9SM,0.15521
TCGA-XF-A9SP-01,0.02069,0.3573,0.04527,TCGA-XF-A9SP,0.14108666666666667
TCGA-XF-A9ST-01,0.0174,0.7764,0.06103,TCGA-XF-A9ST,0.2849433333333333
TCGA-XF-A9SU-01,0.03936,0.06641,0.04912,TCGA-XF-A9SU,0.05163
TCGA-XF-A9SV-01,0.03867,0.6268,0.05987,TCGA-XF-A9SV,0.24178
TCGA-XF-A9SW-01,0.01985,0.4085,0.04336,TCGA-XF-A9SW,0.15723666666666666
TCGA-XF-A9SX-01,0.02785,0.4477,0.04115,TCGA-XF-A9SX,0.17223333333333332
TCGA-XF-A9SY-01,0.0129,0.293,0.03633,TCGA-XF-A9SY,0.11407666666666667
TCGA-XF-A9SZ-01,0.02621,0.08391,0.04372,TCGA-XF-A9SZ,0.05128
TCGA-XF-A9T0-01,0.02966,0.03979,0.05558,TCGA-XF-A9T0,0.04167666666666667
TCGA-XF-A9T2-01,0.01592,0.03385,0.06485,TCGA-XF-A9T2,0.03820666666666667
TCGA-XF-A9T3-01,0.0192,0.4469,0.04727,TCGA-XF-A9T3,0.17112333333333332
TCGA-XF-A9T4-01,0.06018,0.0437,0.04504,TCGA-XF-A9T4,0.04964
TCGA-XF-A9T5-01,0.03065,0.03831,0.05425,TCGA-XF-A9T5,0.041069999999999995
TCGA-XF-A9T6-01,0.01494,0.725,0.04203,TCGA-XF-A9T6,0.26065666666666665
TCGA-XF-A9T8-01,0.03232,0.03813,0.04271,TCGA-XF-A9T8,0.03772
TCGA-XF-AAME-01,0.01977,0.05351,0.04215,TCGA-XF-AAME,0.038476666666666666
TCGA-XF-AAMF-01,0.01841,0.547,0.05692,TCGA-XF-AAMF,0.20744333333333334
TCGA-XF-AAMG-01,0.01264,0.6993,0.06491,TCGA-XF-AAMG,0.25895
TCGA-XF-AAMH-01,0.0165,0.7044,0.07722,TCGA-XF-AAMH,0.26604
TCGA-XF-AAMJ-01,0.01417,0.4863,0.05014,TCGA-XF-AAMJ,0.18353666666666665
TCGA-XF-AAML-01,0.016,0.59,0.05129,TCGA-XF-AAML,0.21909666666666663
TCGA-XF-AAMQ-01,0.0833,0.05266,0.05661,TCGA-XF-AAMQ,0.06419
TCGA-XF-AAMR-01,0.02408,0.3933,0.05575,TCGA-XF-AAMR,0.15771
TCGA-XF-AAMT-01,0.01684,0.02471,0.03883,TCGA-XF-AAMT,0.026793333333333336
TCGA-XF-AAMW-01,0.02432,0.02687,0.06125,TCGA-XF-AAMW,0.03748
TCGA-XF-AAMX-01,0.02424,0.4467,0.05721,TCGA-XF-AAMX,0.17605
TCGA-XF-AAMY-01,0.0249,0.05738,0.0564,TCGA-XF-AAMY,0.046226666666666666
TCGA-XF-AAMZ-01,0.02143,0.4109,0.05313,TCGA-XF-AAMZ,0.16182
TCGA-XF-AAN0-01,0.01752,0.5768,0.04783,TCGA-XF-AAN0,0.21405
TCGA-XF-AAN1-01,0.1118,0.6855,0.04971,TCGA-XF-AAN1,0.2823366666666667
TCGA-XF-AAN2-01,0.01561,0.5639,0.03165,TCGA-XF-AAN2,0.20371999999999998
TCGA-XF-AAN3-01,0.02179,0.04772,0.06404,TCGA-XF-AAN3,0.04451666666666667
TCGA-XF-AAN4-01,0.03218,0.1576,0.0682,TCGA-XF-AAN4,0.08599333333333332
TCGA-XF-AAN5-01,0.02513,0.4688,0.03697,TCGA-XF-AAN5,0.17696666666666663
TCGA-XF-AAN7-01,0.01812,0.7496,0.07096,TCGA-XF-AAN7,0.27956000000000003
TCGA-XF-AAN8-01,0.01773,0.02477,0.04743,TCGA-XF-AAN8,0.029976666666666665
TCGA-YC-A89H-01,0.02335,0.5452,0.05492,TCGA-YC-A89H,0.20782333333333333
TCGA-YC-A8S6-01,0.01792,0.1215,0.03686,TCGA-YC-A8S6,0.05876
TCGA-YC-A9TC-01,0.06391,0.03321,0.05277,TCGA-YC-A9TC,0.04996333333333333
TCGA-YF-AA3L-01,0.01597,0.7593,0.05216,TCGA-YF-AA3L,0.27581
TCGA-YF-AA3M-01,0.01554,0.5798,0.04313,TCGA-YF-AA3M,0.21282333333333334
TCGA-ZF-A9R0-01,0.02153,0.5768,0.03942,TCGA-ZF-A9R0,0.21258333333333335
TCGA-ZF-A9R1-01,0.05686,0.4706,0.05408,TCGA-ZF-A9R1,0.1938466666666667
TCGA-ZF-A9R2-01,0.1128,0.5638,0.04797,TCGA-ZF-A9R2,0.2415233333333333
TCGA-ZF-A9R3-01,0.06892,0.2469,0.04586,TCGA-ZF-A9R3,0.12056
TCGA-ZF-A9R4-01,0.02176,0.4362,0.0516,TCGA-ZF-A9R4,0.16985333333333333
TCGA-ZF-A9R5-01,0.01129,0.05823,0.04963,TCGA-ZF-A9R5,0.03971666666666667
TCGA-ZF-A9R7-01,0.03966,0.4052,0.04409,TCGA-ZF-A9R7,0.16298333333333334
TCGA-ZF-A9R9-01,0.1299,0.6925,0.04693,TCGA-ZF-A9R9,0.2897766666666667
TCGA-ZF-A9RC-01,0.01842,0.4367,0.04115,TCGA-ZF-A9RC,0.16542333333333334
TCGA-ZF-A9RD-01,0.01887,0.0312,0.0721,TCGA-ZF-A9RD,0.040723333333333334
TCGA-ZF-A9RE-01,0.708,0.05027,0.06026,TCGA-ZF-A9RE,0.2728433333333333
TCGA-ZF-A9RF-01,0.02159,0.5477,0.04638,TCGA-ZF-A9RF,0.2052233333333333
TCGA-ZF-A9RG-01,0.496,0.09806,0.03227,TCGA-ZF-A9RG,0.2087766666666667
TCGA-ZF-A9RL-01,0.138,0.5404,0.04457,TCGA-ZF-A9RL,0.24099
TCGA-ZF-A9RM-01,0.01386,0.3135,0.04735,TCGA-ZF-A9RM,0.12490333333333332
TCGA-ZF-A9RN-01,0.09142,0.02989,0.05948,TCGA-ZF-A9RN,0.060263333333333335
TCGA-ZF-AA4N-01,0.01391,0.0728,0.05218,TCGA-ZF-AA4N,0.04629666666666667
TCGA-ZF-AA4R-01,0.0177,0.4694,0.04479,TCGA-ZF-AA4R,0.17729666666666666
TCGA-ZF-AA4T-01,0.02031,0.5714,0.04646,TCGA-ZF-AA4T,0.21272333333333338
TCGA-ZF-AA4U-01,0.1238,0.026,0.04636,TCGA-ZF-AA4U,0.06538666666666666
TCGA-ZF-AA4V-01,0.01151,0.419,0.03149,TCGA-ZF-AA4V,0.154
TCGA-ZF-AA4W-01,0.01634,0.02163,0.05279,TCGA-ZF-AA4W,0.030253333333333337
TCGA-ZF-AA4X-01,0.01612,0.6189,0.05394,TCGA-ZF-AA4X,0.22965333333333335
TCGA-ZF-AA51-01,0.03749,0.5631,0.03816,TCGA-ZF-AA51,0.21291666666666667
TCGA-ZF-AA52-01,0.02832,0.4684,0.02865,TCGA-ZF-AA52,0.17512333333333333
TCGA-ZF-AA53-01,0.03664,0.03799,0.03951,TCGA-ZF-AA53,0.038046666666666666
TCGA-ZF-AA54-01,0.04603,0.08283,0.05331,TCGA-ZF-AA54,0.06072333333333333
TCGA-ZF-AA56-01,0.0433,0.02777,0.04112,TCGA-ZF-AA56,0.03739666666666666
TCGA-ZF-AA58-01,0.01545,0.4851,0.04464,TCGA-ZF-AA58,0.18172999999999997
TCGA-ZF-AA5H-01,0.02567,0.4144,0.04694,TCGA-ZF-AA5H,0.16233666666666666
TCGA-ZF-AA5N-01,0.01371,0.6236,0.05818,TCGA-ZF-AA5N,0.23183
TCGA-ZF-AA5P-01,0.02795,0.0454,0.0538,TCGA-ZF-AA5P,0.04238333333333333
TCGA-2J-AAB1-01,0.03869,0.3827,0.03573,TCGA-2J-AAB1,0.15237333333333333
TCGA-2J-AAB4-01,0.02254,0.4041,0.04901,TCGA-2J-AAB4,0.15855
TCGA-2J-AAB6-01,0.04336,0.524,0.07485,TCGA-2J-AAB6,0.21406999999999998
TCGA-2J-AAB8-01,0.02557,0.03381,0.03273,TCGA-2J-AAB8,0.030703333333333332
TCGA-2J-AAB9-01,0.02904,0.5255,0.07218,TCGA-2J-AAB9,0.20890666666666666
TCGA-2J-AABA-01,0.0377,0.4114,0.05424,TCGA-2J-AABA,0.16778
TCGA-2J-AABE-01,0.02754,0.4723,0.05137,TCGA-2J-AABE,0.18373666666666666
TCGA-2J-AABF-01,0.0278,0.3489,0.04308,TCGA-2J-AABF,0.13992666666666667
TCGA-2J-AABH-01,0.02197,0.3538,0.0448,TCGA-2J-AABH,0.14019
TCGA-2J-AABI-01,0.0341,0.03612,0.07001,TCGA-2J-AABI,0.04674333333333334
TCGA-2J-AABK-01,0.1351,0.5905,0.05773,TCGA-2J-AABK,0.26111
TCGA-2J-AABO-01,0.02857,0.153,0.04294,TCGA-2J-AABO,0.07483666666666668
TCGA-2J-AABP-01,0.02541,0.1238,0.04482,TCGA-2J-AABP,0.06467666666666666
TCGA-2J-AABR-01,0.02701,0.3964,0.05001,TCGA-2J-AABR,0.15780666666666665
TCGA-2J-AABT-01,0.02633,0.05252,0.03005,TCGA-2J-AABT,0.0363
TCGA-2J-AABU-01,0.04737,0.4704,0.044,TCGA-2J-AABU,0.18725666666666665
TCGA-2J-AABV-01,0.02304,0.5394,0.03725,TCGA-2J-AABV,0.19989666666666664
TCGA-2L-AAQA-01,0.4099,0.4055,0.05174,TCGA-2L-AAQA,0.2890466666666667
TCGA-2L-AAQE-01,0.03579,0.09444,0.05742,TCGA-2L-AAQE,0.06255000000000001
TCGA-2L-AAQI-01,0.02655,0.4081,0.04965,TCGA-2L-AAQI,0.16143333333333335
TCGA-2L-AAQJ-01,0.02599,0.1085,0.04937,TCGA-2L-AAQJ,0.06128666666666666
TCGA-2L-AAQL-01,0.03191,0.3749,0.04752,TCGA-2L-AAQL,0.15144333333333335
TCGA-2L-AAQM-01,0.03002,0.6563,0.06203,TCGA-2L-AAQM,0.24945000000000003
TCGA-3A-A9I5-01,0.3966,0.4074,0.04893,TCGA-3A-A9I5,0.28431
TCGA-3A-A9I7-01,0.02709,0.0331,0.04863,TCGA-3A-A9I7,0.03627333333333333
TCGA-3A-A9I9-01,0.02096,0.3618,0.04317,TCGA-3A-A9I9,0.14197666666666667
TCGA-3A-A9IB-01,0.03681,0.0799,0.0328,TCGA-3A-A9IB,0.04983666666666667
TCGA-3A-A9IC-01,0.01328,0.07821,0.04699,TCGA-3A-A9IC,0.04616
TCGA-3A-A9IH-01,0.02163,0.2456,0.04956,TCGA-3A-A9IH,0.10559666666666667
TCGA-3A-A9IJ-01,0.02645,0.6607,0.05574,TCGA-3A-A9IJ,0.24763
TCGA-3A-A9IL-01,0.02178,0.6009,0.03914,TCGA-3A-A9IL,0.22060666666666665
TCGA-3A-A9IN-01,0.03152,0.5515,0.05344,TCGA-3A-A9IN,0.21215333333333333
TCGA-3A-A9IO-01,0.02557,0.6311,0.05218,TCGA-3A-A9IO,0.23628333333333332
